iso_code;continent;location;date;new_cases;total_cases;new_deaths;total_deaths
CAF;Africa;Central African Republic;2020-03-27;0.0;3.0;;
CHN;Asia;China;2021-04-24;23.0;99300.0;0.0;4636.0
MAC;Asia;Macao;2020-10-21;0.0;46.0;;
NER;Africa;Niger;2021-05-07;24.0;5310.0;0.0;192.0
GUY;South America;Guyana;2021-12-27;12.0;39119.0;2.0;1050.0
VIR;North America;United States Virgin Islands;2020-05-12;;;;
VGB;North America;British Virgin Islands;2022-03-13;0.0;6091.0;0.0;62.0
ROU;Europe;Romania;2022-01-01;1451.0;1810342.0;27.0;58779.0
SYR;Asia;Syria;2022-01-03;27.0;50364.0;3.0;2908.0
IMN;Europe;Isle of Man;2021-10-01;29.0;7611.0;1.0;52.0
MRT;Africa;Mauritania;2021-04-14;14.0;18066.0;1.0;452.0
LSO;Africa;Lesotho;2022-01-31;0.0;32176.0;0.0;693.0
ZAF;Africa;South Africa;2022-02-07;1228.0;3625190.0;186.0;96021.0
COD;Africa;Democratic Republic of Congo;2020-07-10;59.0;7905.0;0.0;189.0
NIC;North America;Nicaragua;2021-10-02;0.0;14448.0;0.0;204.0
GNQ;Africa;Equatorial Guinea;2021-12-17;1.0;13618.0;0.0;175.0
HTI;North America;Haiti;2021-02-11;22.0;11991.0;0.0;246.0
THA;Asia;Thailand;2020-06-27;0.0;3162.0;0.0;58.0
MAR;Africa;Morocco;2020-10-20;3254.0;179003.0;51.0;3027.0
LIE;Europe;Liechtenstein;2020-09-22;1.0;116.0;0.0;1.0
MOZ;Africa;Mozambique;2021-04-28;42.0;69804.0;0.0;814.0
MSR;North America;Montserrat;2021-06-29;0.0;20.0;0.0;1.0
MLT;Europe;Malta;2021-05-07;12.0;30432.0;1.0;417.0
OWID_WRL;;World;2020-08-30;219487.0;25268721.0;4261.0;890600.0
PYF;Oceania;French Polynesia;2021-05-15;0.0;18815.0;0.0;141.0
ATG;North America;Antigua and Barbuda;2022-02-15;11.0;7342.0;0.0;134.0
BLR;Europe;Belarus;2020-09-14;187.0;74360.0;6.0;756.0
OWID_EUN;;European Union;2021-09-18;43615.0;37661117.0;396.0;763200.0
BRA;South America;Brazil;2020-10-04;8715.0;4917689.0;358.0;146451.0
CYM;North America;Cayman Islands;2021-06-25;0.0;609.0;0.0;2.0
LBY;Africa;Libya;2020-11-16;722.0;74324.0;8.0;1025.0
TZA;Africa;Tanzania;2021-07-16;0.0;509.0;0.0;21.0
SSD;Africa;South Sudan;2022-02-27;0.0;16955.0;0.0;137.0
COL;South America;Colombia;2021-11-30;2296.0;5069644.0;55.0;128528.0
ETH;Africa;Ethiopia;2021-03-10;1543.0;169878.0;15.0;2466.0
BDI;Africa;Burundi;2022-01-05;0.0;32076.0;0.0;38.0
NCL;Oceania;New Caledonia;2020-08-11;0.0;23.0;;
CIV;Africa;Cote d'Ivoire;2021-11-08;5.0;61426.0;0.0;699.0
HKG;Asia;Hong Kong;2021-01-16;50.0;9502.0;1.0;162.0
BWA;Africa;Botswana;2022-01-03;2544.0;222053.0;8.0;2452.0
URY;South America;Uruguay;2021-07-30;177.0;381364.0;6.0;5959.0
DEU;Europe;Germany;2020-09-25;2153.0;280223.0;15.0;9443.0
PSE;Asia;Palestine;2021-12-29;296.0;469748.0;7.0;4919.0
CYP;Europe;Cyprus;2021-07-20;1056.0;93759.0;5.0;391.0
IRQ;Asia;Iraq;2021-08-03;11644.0;1660371.0;63.0;18865.0
ARM;Asia;Armenia;2020-06-04;697.0;11221.0;6.0;176.0
IDN;Asia;Indonesia;2022-02-23;61488.0;5350902.0;227.0;147025.0
BGD;Asia;Bangladesh;2022-04-10;42.0;1952065.0;0.0;29123.0
PHL;Asia;Philippines;2020-07-12;2037.0;56259.0;162.0;1534.0
TUN;Africa;Tunisia;2021-11-28;95.0;717258.0;0.0;25363.0
CUB;North America;Cuba;2020-03-25;9.0;57.0;0.0;1.0
BWA;Africa;Botswana;2021-02-26;0.0;28371.0;0.0;310.0
NIC;North America;Nicaragua;2021-07-18;0.0;8767.0;0.0;193.0
CIV;Africa;Cote d'Ivoire;2020-09-28;12.0;19641.0;0.0;120.0
UGA;Africa;Uganda;2022-04-13;12.0;164024.0;0.0;3596.0
NPL;Asia;Nepal;2021-10-17;385.0;805037.0;6.0;11284.0
FSM;Oceania;Micronesia (country);2021-04-09;0.0;1.0;;
UGA;Africa;Uganda;2022-04-17;0.0;164051.0;0.0;3597.0
SWE;Europe;Sweden;2021-10-15;669.0;1161933.0;30.0;14956.0
SXM;North America;Sint Maarten (Dutch part);2022-01-28;;;;
CHL;South America;Chile;2021-01-05;2460.0;623101.0;21.0;16788.0
MDG;Africa;Madagascar;2020-05-21;34.0;405.0;0.0;2.0
GMB;Africa;Gambia;2022-01-21;0.0;11572.0;0.0;347.0
MRT;Africa;Mauritania;2021-09-30;41.0;36030.0;1.0;775.0
BTN;Asia;Bhutan;2021-04-19;4.0;961.0;0.0;1.0
SYC;Africa;Seychelles;2021-05-08;394.0;8069.0;0.0;28.0
FRO;Europe;Faeroe Islands;2020-05-02;0.0;187.0;;
IMN;Europe;Isle of Man;2021-01-22;0.0;432.0;0.0;25.0
AZE;Asia;Azerbaijan;2022-04-17;13.0;792362.0;1.0;9706.0
AZE;Asia;Azerbaijan;2021-11-09;1855.0;550446.0;27.0;7320.0
MLI;Africa;Mali;2021-07-27;5.0;14551.0;0.0;531.0
OWID_LMC;;Lower middle income;2022-03-08;257924.0;83967984.0;890.0;1283652.0
BEL;Europe;Belgium;2021-10-02;0.0;1247197.0;0.0;25612.0
LBN;Asia;Lebanon;2020-11-29;1266.0;126944.0;13.0;1004.0
ARM;Asia;Armenia;2022-02-24;764.0;418220.0;14.0;8392.0
SOM;Africa;Somalia;2021-10-24;0.0;21269.0;0.0;1180.0
CYP;Europe;Cyprus;2020-06-05;0.0;958.0;0.0;17.0
BES;North America;Bonaire Sint Eustatius and Saba;2020-09-17;4.0;32.0;0.0;1.0
ZMB;Africa;Zambia;2021-09-21;97.0;208599.0;0.0;3639.0
KAZ;Asia;Kazakhstan;2020-12-05;966.0;179344.0;0.0;2477.0
OWID_EUR;;Europe;2021-09-17;129502.0;58132613.0;1767.0;1203714.0
OWID_HIC;;High income;2021-08-10;238724.0;85434870.0;1378.0;1566481.0
MHL;Oceania;Marshall Islands;2021-12-06;0.0;4.0;;
MOZ;Africa;Mozambique;2022-04-05;1.0;225268.0;0.0;2200.0
ROU;Europe;Romania;2020-08-12;1415.0;65177.0;43.0;2807.0
NOR;Europe;Norway;2020-07-31;32.0;9240.0;0.0;255.0
COD;Africa;Democratic Republic of Congo;2021-01-06;239.0;18487.0;0.0;599.0
PRY;South America;Paraguay;2021-03-21;1523.0;194122.0;35.0;3730.0
DJI;Africa;Djibouti;2022-04-01;0.0;15587.0;0.0;189.0
BLR;Europe;Belarus;2021-06-14;697.0;406360.0;9.0;2987.0
RWA;Africa;Rwanda;2020-09-30;4.0;4840.0;0.0;29.0
CUW;North America;Curacao;2020-11-04;21.0;1021.0;1.0;2.0
OWID_SAM;;South America;2020-12-02;69404.0;11278550.0;1288.0;381576.0
SXM;North America;Sint Maarten (Dutch part);2021-11-16;;;;
BRN;Asia;Brunei;2021-09-07;103.0;3567.0;1.0;16.0
SGP;Asia;Singapore;2020-06-14;407.0;40604.0;0.0;26.0
GEO;Asia;Georgia;2021-03-11;395.0;274045.0;9.0;3622.0
JOR;Asia;Jordan;2020-11-23;4981.0;188410.0;66.0;2302.0
OWID_EUN;;European Union;2021-02-02;118681.0;20028275.0;4422.0;477818.0
CUW;North America;Curacao;2021-02-12;10.0;4643.0;0.0;22.0
LAO;Asia;Laos;2020-07-08;0.0;19.0;;
KWT;Asia;Kuwait;2020-10-30;671.0;125337.0;6.0;773.0
MDV;Asia;Maldives;2021-04-19;157.0;26505.0;0.0;70.0
COM;Africa;Comoros;2021-12-07;5.0;4548.0;0.0;151.0
BHS;North America;Bahamas;2020-10-24;0.0;6268.0;0.0;130.0
BWA;Africa;Botswana;2021-01-06;0.0;15440.0;0.0;45.0
VNM;Asia;Vietnam;2022-01-17;0.0;2023546.0;0.0;35609.0
IND;Asia;India;2021-08-09;28204.0;31998158.0;373.0;428682.0
KEN;Africa;Kenya;2020-12-05;735.0;87984.0;12.0;1518.0
FRA;Europe;France;2021-03-13;29759.0;4086647.0;169.0;90301.0
BHR;Asia;Bahrain;2021-05-20;2415.0;209293.0;7.0;780.0
PHL;Asia;Philippines;2021-03-13;4993.0;616611.0;72.0;12766.0
KEN;Africa;Kenya;2020-09-22;139.0;37218.0;9.0;659.0
BHR;Asia;Bahrain;2022-01-16;2594.0;308008.0;0.0;1398.0
OWID_INT;;International;2021-08-31;0.0;721.0;0.0;15.0
BTN;Asia;Bhutan;2020-12-17;0.0;440.0;;
CUW;North America;Curacao;2021-08-10;73.0;14210.0;0.0;132.0
GBR;Europe;United Kingdom;2021-04-28;2166.0;4415851.0;29.0;127566.0
ETH;Africa;Ethiopia;2021-01-03;573.0;125622.0;4.0;1948.0
ARM;Asia;Armenia;2020-12-11;1077.0;146317.0;29.0;2445.0
NCL;Oceania;New Caledonia;2021-10-30;39.0;10948.0;0.0;264.0
OWID_LMC;;Lower middle income;2022-01-07;235326.0;66631863.0;1106.0;1201709.0
IRN;Asia;Iran;2021-06-21;10485.0;3105620.0;136.0;83101.0
TUR;Asia;Turkey;2020-12-18;26410.0;1982090.0;246.0;17610.0
POL;Europe;Poland;2021-10-20;5560.0;2950616.0;75.0;76254.0
TTO;North America;Trinidad and Tobago;2020-08-20;81.0;767.0;0.0;12.0
SMR;Europe;San Marino;2022-02-28;59.0;14369.0;0.0;112.0
MNG;Asia;Mongolia;2020-08-24;0.0;298.0;;
HUN;Europe;Hungary;2020-11-19;4512.0;161461.0;92.0;3472.0
AFG;Asia;Afghanistan;2021-02-16;4.0;55518.0;1.0;2428.0
BRA;South America;Brazil;2020-05-21;18137.0;312761.0;1069.0;20128.0
DEU;Europe;Germany;2022-04-02;196456.0;21553495.0;292.0;129987.0
OWID_SAM;;South America;2021-07-25;41875.0;35107134.0;1211.0;1077401.0
KEN;Africa;Kenya;2022-03-25;17.0;323350.0;0.0;5647.0
IRQ;Asia;Iraq;2020-05-26;216.0;4848.0;6.0;169.0
TTO;North America;Trinidad and Tobago;2020-12-31;18.0;7150.0;1.0;127.0
TUV;Oceania;Tuvalu;2021-06-15;;;;
GEO;Asia;Georgia;2022-03-11;1543.0;1633443.0;20.0;16505.0
DEU;Europe;Germany;2021-02-05;12908.0;2264909.0;855.0;60597.0
MOZ;Africa;Mozambique;2021-12-13;113.0;153787.0;1.0;1945.0
ZWE;Africa;Zimbabwe;2021-02-14;68.0;35172.0;2.0;1400.0
ZWE;Africa;Zimbabwe;2021-02-20;58.0;35768.0;2.0;1432.0
BWA;Africa;Botswana;2020-04-06;0.0;6.0;0.0;1.0
MDG;Africa;Madagascar;2021-01-15;0.0;18001.0;0.0;267.0
CPV;Africa;Cape Verde;2021-05-27;176.0;29939.0;0.0;259.0
UKR;Europe;Ukraine;2020-06-16;673.0;33209.0;11.0;922.0
CYP;Europe;Cyprus;2020-04-30;6.0;843.0;0.0;15.0
KNA;North America;Saint Kitts and Nevis;2020-05-21;0.0;15.0;;
AUT;Europe;Austria;2021-04-05;2217.0;560972.0;33.0;9482.0
MRT;Africa;Mauritania;2021-09-05;93.0;34204.0;0.0;733.0
DZA;Africa;Algeria;2021-02-05;248.0;108629.0;5.0;2909.0
ITA;Europe;Italy;2020-11-09;25269.0;960373.0;356.0;41750.0
CZE;Europe;Czechia;2020-04-24;86.0;7273.0;4.0;214.0
UGA;Africa;Uganda;2021-09-02;133.0;120208.0;8.0;3031.0
CPV;Africa;Cape Verde;2020-03-24;0.0;3.0;1.0;1.0
MNE;Europe;Montenegro;2021-11-30;291.0;157376.0;7.0;2307.0
FRA;Europe;France;2021-10-23;6291.0;7165486.0;23.0;117502.0
ZWE;Africa;Zimbabwe;2021-07-01;1357.0;51221.0;19.0;1808.0
LAO;Asia;Laos;2022-01-14;1052.0;123293.0;5.0;476.0
FRA;Europe;France;2020-09-15;7826.0;434529.0;50.0;31011.0
MYS;Asia;Malaysia;2020-05-13;37.0;6779.0;2.0;113.0
MSR;North America;Montserrat;2021-03-31;0.0;20.0;0.0;1.0
WSM;Oceania;Samoa;2021-05-18;0.0;3.0;;
TON;Oceania;Tonga;2022-01-15;0.0;1.0;;
YEM;Asia;Yemen;2021-02-03;0.0;2122.0;0.0;615.0
WLF;Oceania;Wallis and Futuna;2021-08-17;0.0;454.0;0.0;7.0
FRO;Europe;Faeroe Islands;2020-10-02;0.0;472.0;;
MLI;Africa;Mali;2020-11-17;32.0;3980.0;0.0;141.0
CYM;North America;Cayman Islands;2022-04-07;0.0;20606.0;0.0;25.0
PSE;Asia;Palestine;2021-09-17;2219.0;381854.0;19.0;3890.0
PLW;Oceania;Palau;2021-11-22;0.0;8.0;;
POL;Europe;Poland;2020-10-18;8536.0;175766.0;49.0;3573.0
FRA;Europe;France;2020-08-07;2382.0;237237.0;13.0;30328.0
KEN;Africa;Kenya;2020-03-19;4.0;7.0;;
MLT;Europe;Malta;2022-01-24;202.0;66071.0;2.0;534.0
GRC;Europe;Greece;2022-04-12;15331.0;3195887.0;69.0;28274.0
SVK;Europe;Slovakia;2021-03-03;6103.0;603500.0;101.0;7489.0
AUT;Europe;Austria;2021-11-28;10478.0;1143283.0;39.0;12388.0
LBY;Africa;Libya;2022-03-10;333.0;499465.0;5.0;6326.0
BRB;North America;Barbados;2021-02-12;43.0;1947.0;1.0;21.0
NIC;North America;Nicaragua;2021-06-29;258.0;8178.0;2.0;191.0
CAN;North America;Canada;2020-09-24;1430.0;151519.0;13.0;9457.0
CAN;North America;Canada;2020-08-25;371.0;126435.0;4.0;9281.0
RUS;Europe;Russia;2022-03-20;30513.0;17327694.0;422.0;357234.0
LKA;Asia;Sri Lanka;2020-05-21;27.0;1055.0;0.0;9.0
KGZ;Asia;Kyrgyzstan;2020-03-24;26.0;42.0;;
COG;Africa;Congo;2020-12-05;0.0;5774.0;0.0;94.0
WSM;Oceania;Samoa;2021-04-05;0.0;3.0;;
ZMB;Africa;Zambia;2021-04-18;74.0;90918.0;1.0;1235.0
SAU;Asia;Saudi Arabia;2021-07-15;1165.0;506125.0;15.0;8035.0
SOM;Africa;Somalia;2022-01-22;0.0;24322.0;0.0;1335.0
SRB;Europe;Serbia;2021-12-12;944.0;1274047.0;30.0;12178.0
LCA;North America;Saint Lucia;2022-03-23;13.0;22905.0;0.0;365.0
KIR;Oceania;Kiribati;2022-02-22;28.0;2861.0;0.0;11.0
SLE;Africa;Sierra Leone;2021-03-06;9.0;3918.0;0.0;79.0
SLV;North America;El Salvador;2021-02-27;155.0;60021.0;6.0;1847.0
NIU;Oceania;Niue;2021-07-31;;;;
DNK;Europe;Denmark;2021-06-01;908.0;282135.0;0.0;2516.0
HTI;North America;Haiti;2020-08-05;35.0;7511.0;1.0;166.0
GNQ;Africa;Equatorial Guinea;2020-04-22;1.0;84.0;1.0;1.0
GRC;Europe;Greece;2022-03-30;22451.0;3009333.0;62.0;27454.0
ZAF;Africa;South Africa;2020-08-29;2419.0;622551.0;238.0;13981.0
FRO;Europe;Faeroe Islands;2021-06-02;2.0;723.0;0.0;1.0
LBN;Asia;Lebanon;2020-07-12;166.0;2334.0;0.0;36.0
CAF;Africa;Central African Republic;2022-03-18;0.0;14649.0;0.0;113.0
IMN;Europe;Isle of Man;2022-01-29;84.0;21460.0;0.0;71.0
PHL;Asia;Philippines;2020-06-06;714.0;21340.0;7.0;994.0
GUY;South America;Guyana;2021-01-07;62.0;6469.0;1.0;167.0
CYP;Europe;Cyprus;2021-05-19;167.0;72474.0;1.0;349.0
QAT;Asia;Qatar;2020-09-08;231.0;120579.0;0.0;205.0
GAB;Africa;Gabon;2021-02-16;0.0;12865.0;0.0;75.0
KAZ;Asia;Kazakhstan;2020-12-31;753.0;201196.0;0.0;2749.0
GMB;Africa;Gambia;2022-01-06;416.0;10792.0;0.0;343.0
KWT;Asia;Kuwait;2020-07-19;300.0;59204.0;1.0;408.0
ECU;South America;Ecuador;2022-03-10;0.0;843760.0;0.0;35316.0
LUX;Europe;Luxembourg;2020-08-25;44.0;7838.0;0.0;124.0
ISR;Asia;Israel;2021-05-01;0.0;838481.0;0.0;6363.0
BTN;Asia;Bhutan;2021-07-21;1.0;2456.0;0.0;2.0
BRN;Asia;Brunei;2022-04-05;447.0;136821.0;1.0;214.0
MDV;Asia;Maldives;2021-02-17;142.0;18224.0;0.0;58.0
NER;Africa;Niger;2021-05-01;1.0;5229.0;0.0;191.0
TCA;North America;Turks and Caicos Islands;2021-03-03;17.0;2132.0;0.0;14.0
RWA;Africa;Rwanda;2021-10-26;43.0;99474.0;1.0;1321.0
NLD;Europe;Netherlands;2021-10-28;7391.0;2120426.0;14.0;18446.0
NAM;Africa;Namibia;2021-12-06;0.0;129796.0;0.0;3574.0
BTN;Asia;Bhutan;2021-04-05;0.0;891.0;0.0;1.0
ABW;North America;Aruba;2021-09-15;26.0;15155.0;0.0;156.0
NOR;Europe;Norway;2021-12-03;4191.0;279954.0;0.0;1093.0
ARM;Asia;Armenia;2021-06-13;39.0;223682.0;2.0;4484.0
TCA;North America;Turks and Caicos Islands;2020-09-04;14.0;591.0;0.0;5.0
AGO;Africa;Angola;2021-04-16;171.0;24122.0;3.0;560.0
OMN;Asia;Oman;2021-08-26;101.0;301784.0;2.0;4049.0
ARM;Asia;Armenia;2020-04-23;50.0;1523.0;0.0;24.0
OWID_ASI;;Asia;2021-11-10;102828.0;80607803.0;1345.0;1190244.0
LBN;Asia;Lebanon;2020-10-05;1175.0;45657.0;8.0;414.0
HND;North America;Honduras;2022-02-08;0.0;391874.0;0.0;10512.0
MOZ;Africa;Mozambique;2021-10-28;7.0;151260.0;0.0;1929.0
OWID_LIC;;Low income;2022-04-19;302.0;1818253.0;4.0;43069.0
MAC;Asia;Macao;2020-05-24;0.0;45.0;;
NIU;Oceania;Niue;2021-10-19;;;;
RWA;Africa;Rwanda;2020-06-30;24.0;1025.0;0.0;2.0
AND;Europe;Andorra;2021-12-13;0.0;19440.0;0.0;133.0
MHL;Oceania;Marshall Islands;2021-03-10;0.0;4.0;;
COM;Africa;Comoros;2020-12-20;23.0;666.0;0.0;7.0
BWA;Africa;Botswana;2020-10-30;0.0;6642.0;0.0;24.0
SLE;Africa;Sierra Leone;2020-06-04;5.0;914.0;0.0;47.0
BES;North America;Bonaire Sint Eustatius and Saba;2020-10-16;0.0;150.0;0.0;2.0
OWID_SAM;;South America;2022-04-06;34550.0;56217704.0;284.0;1289522.0
GHA;Africa;Ghana;2022-02-26;0.0;159124.0;0.0;1442.0
MNE;Europe;Montenegro;2021-02-25;571.0;74183.0;11.0;987.0
HKG;Asia;Hong Kong;2021-12-19;8.0;12526.0;0.0;213.0
OWID_EUR;;Europe;2021-01-20;237796.0;28409784.0;7266.0;645496.0
WLF;Oceania;Wallis and Futuna;2021-04-11;2.0;441.0;0.0;5.0
UGA;Africa;Uganda;2022-03-14;12.0;163541.0;0.0;3594.0
IRQ;Asia;Iraq;2021-02-07;1134.0;628550.0;9.0;13120.0
LBR;Africa;Liberia;2020-06-23;24.0;650.0;0.0;34.0
SUR;South America;Suriname;2021-12-03;31.0;50960.0;1.0;1170.0
LAO;Asia;Laos;2021-08-13;305.0;9668.0;0.0;9.0
NOR;Europe;Norway;2021-05-06;506.0;115411.0;0.0;767.0
LBR;Africa;Liberia;2022-04-16;0.0;7402.0;0.0;294.0
ZAF;Africa;South Africa;2021-12-20;8511.0;3316585.0;105.0;90453.0
SEN;Africa;Senegal;2021-06-14;25.0;42023.0;1.0;1155.0
FRA;Europe;France;2021-10-29;6433.0;7197843.0;29.0;117683.0
MSR;North America;Montserrat;2021-01-25;0.0;13.0;0.0;1.0
SLB;Oceania;Solomon Islands;2021-06-26;0.0;20.0;;
GUM;Oceania;Guam;2021-08-21;;;;
TLS;Asia;Timor;2022-01-18;2.0;19865.0;0.0;122.0
MWI;Africa;Malawi;2021-05-08;8.0;34166.0;1.0;1153.0
BRN;Asia;Brunei;2020-12-19;0.0;152.0;0.0;3.0
KOR;Asia;South Korea;2022-02-10;53926.0;1239287.0;49.0;7012.0
CPV;Africa;Cape Verde;2021-06-01;84.0;30523.0;0.0;264.0
MNG;Asia;Mongolia;2021-08-28;2422.0;206652.0;1.0;924.0
AFG;Asia;Afghanistan;2021-01-26;78.0;54750.0;4.0;2389.0
OWID_EUN;;European Union;2021-07-02;24595.0;33117812.0;275.0;739642.0
PSE;Asia;Palestine;2020-03-13;1.0;31.0;;
GIN;Africa;Guinea;2021-03-19;277.0;18562.0;2.0;108.0
PLW;Oceania;Palau;2022-04-06;0.0;4070.0;0.0;6.0
BHS;North America;Bahamas;2022-03-13;0.0;33194.0;0.0;771.0
MEX;North America;Mexico;2021-05-28;3006.0;2408778.0;411.0;223072.0
BHS;North America;Bahamas;2020-06-30;0.0;104.0;0.0;11.0
ALB;Europe;Albania;2021-06-08;13.0;132397.0;0.0;2452.0
OWID_KOS;Europe;Kosovo;2022-01-15;658.0;165363.0;0.0;2994.0
GIB;Europe;Gibraltar;2021-05-27;2.0;4292.0;0.0;94.0
HRV;Europe;Croatia;2020-04-26;14.0;2030.0;1.0;55.0
BGR;Europe;Bulgaria;2020-08-18;169.0;14669.0;7.0;519.0
OWID_EUN;;European Union;2021-06-16;15811.0;32887001.0;528.0;734138.0
AFG;Asia;Afghanistan;2021-07-01;1557.0;120216.0;91.0;4962.0
GEO;Asia;Georgia;2020-10-01;448.0;6640.0;2.0;41.0
LSO;Africa;Lesotho;2021-03-21;0.0;10535.0;0.0;309.0
ROU;Europe;Romania;2021-01-07;4951.0;658958.0;111.0;16410.0
MNE;Europe;Montenegro;2021-04-19;144.0;95695.0;9.0;1438.0
IND;Asia;India;2021-10-27;16156.0;34231809.0;733.0;456386.0
MNE;Europe;Montenegro;2021-10-24;433.0;140922.0;6.0;2065.0
BRN;Asia;Brunei;2020-09-05;0.0;145.0;0.0;3.0
NCL;Oceania;New Caledonia;2021-06-13;0.0;128.0;;
LVA;Europe;Latvia;2020-09-11;11.0;1459.0;0.0;35.0
ALB;Europe;Albania;2021-07-03;8.0;132534.0;0.0;2456.0
FRA;Europe;France;2022-04-19;25465.0;27870086.0;182.0;144456.0
SYC;Africa;Seychelles;2021-11-23;42.0;23018.0;0.0;125.0
LKA;Asia;Sri Lanka;2021-02-12;940.0;74056.0;5.0;384.0
SHN;Africa;Saint Helena;2021-11-25;0.0;4.0;;
SUR;South America;Suriname;2020-09-17;26.0;4671.0;0.0;95.0
ARM;Asia;Armenia;2020-06-11;566.0;14669.0;18.0;245.0
PRI;North America;Puerto Rico;2020-09-04;;;;
DEU;Europe;Germany;2022-02-13;125160.0;12344661.0;58.0;119935.0
KOR;Asia;South Korea;2022-01-26;14514.0;777497.0;34.0;6654.0
AIA;North America;Anguilla;2020-09-28;0.0;3.0;;
ARE;Asia;United Arab Emirates;2021-08-27;994.0;714396.0;4.0;2035.0
SAU;Asia;Saudi Arabia;2021-02-17;334.0;373702.0;4.0;6445.0
OWID_KOS;Europe;Kosovo;2022-01-30;2390.0;204345.0;0.0;3012.0
IRQ;Asia;Iraq;2021-10-15;2162.0;2032660.0;32.0;22713.0
TZA;Africa;Tanzania;2021-11-14;12.0;26208.0;0.0;725.0
SVN;Europe;Slovenia;2021-05-21;337.0;251148.0;3.0;4348.0
PRY;South America;Paraguay;2020-03-13;1.0;7.0;;
ROU;Europe;Romania;2021-07-14;79.0;1081405.0;9.0;34242.0
UZB;Asia;Uzbekistan;2021-06-11;287.0;102892.0;2.0;704.0
SDN;Africa;Sudan;2021-02-20;0.0;30128.0;0.0;1864.0
GRC;Europe;Greece;2020-03-23;71.0;695.0;2.0;17.0
DMA;North America;Dominica;2021-05-18;6.0;184.0;;
NIC;North America;Nicaragua;2020-10-05;0.0;5170.0;0.0;151.0
BOL;South America;Bolivia;2020-11-02;34.0;141867.0;10.0;8741.0
NCL;Oceania;New Caledonia;2020-05-01;0.0;18.0;;
OWID_EUN;;European Union;2021-01-26;130627.0;19145542.0;4464.0;454173.0
PER;South America;Peru;2021-09-25;887.0;2172261.0;46.0;199228.0
NER;Africa;Niger;2021-11-06;23.0;6457.0;0.0;220.0
SLV;North America;El Salvador;2022-03-05;0.0;156364.0;3.0;4086.0
GGY;Europe;Guernsey;2021-11-07;;;;
IRN;Asia;Iran;2021-08-28;26034.0;4895448.0;614.0;105901.0
DOM;North America;Dominican Republic;2021-01-23;1362.0;202507.0;17.0;2513.0
BRA;South America;Brazil;2021-09-28;16884.0;21393526.0;817.0;595743.0
AFG;Asia;Afghanistan;2022-03-13;162.0;176201.0;2.0;7643.0
NAM;Africa;Namibia;2020-03-19;1.0;3.0;;
OWID_INT;;International;2021-02-02;0.0;721.0;0.0;15.0
DOM;North America;Dominican Republic;2020-05-07;288.0;9095.0;11.0;373.0
COM;Africa;Comoros;2022-03-18;2.0;8076.0;0.0;160.0
CAF;Africa;Central African Republic;2020-07-12;0.0;4288.0;0.0;53.0
ZMB;Africa;Zambia;2020-09-27;29.0;14641.0;0.0;332.0
FRA;Europe;France;2021-01-29;23205.0;3194477.0;821.0;75633.0
BLZ;North America;Belize;2021-03-10;10.0;12355.0;0.0;316.0
DNK;Europe;Denmark;2022-01-23;42018.0;1397833.0;12.0;3608.0
SMR;Europe;San Marino;2020-07-30;0.0;716.0;0.0;42.0
NGA;Africa;Nigeria;2021-03-09;346.0;159252.0;6.0;1988.0
ARG;South America;Argentina;2020-03-09;0.0;12.0;0.0;1.0
CUW;North America;Curacao;2021-01-16;9.0;4514.0;0.0;19.0
VAT;Europe;Vatican;2020-03-06;1.0;1.0;;
TLS;Asia;Timor;2022-02-28;25.0;22693.0;0.0;128.0
OMN;Asia;Oman;2021-06-30;2009.0;268545.0;44.0;3100.0
CUW;North America;Curacao;2020-06-11;0.0;22.0;0.0;1.0
TUN;Africa;Tunisia;2021-01-31;1417.0;208885.0;74.0;6754.0
BHS;North America;Bahamas;2021-08-12;226.0;16141.0;3.0;311.0
MKD;Europe;North Macedonia;2022-02-24;630.0;295712.0;10.0;8968.0
ECU;South America;Ecuador;2022-04-16;0.0;865585.0;0.0;35513.0
BOL;South America;Bolivia;2020-04-19;27.0;520.0;1.0;32.0
BOL;South America;Bolivia;2020-11-23;56.0;144034.0;9.0;8916.0
TUR;Asia;Turkey;2020-11-16;3316.0;417594.0;94.0;11601.0
PSE;Asia;Palestine;2021-09-22;1899.0;390369.0;16.0;3968.0
MKD;Europe;North Macedonia;2020-06-22;90.0;5196.0;9.0;247.0
IMN;Europe;Isle of Man;2021-12-16;83.0;12895.0;0.0;67.0
KIR;Oceania;Kiribati;2021-09-17;0.0;2.0;;
BRB;North America;Barbados;2022-02-12;431.0;51311.0;4.0;295.0
NAM;Africa;Namibia;2020-06-15;0.0;32.0;;
GNB;Africa;Guinea-Bissau;2021-04-18;2.0;3712.0;0.0;66.0
ITA;Europe;Italy;2020-04-21;2729.0;183957.0;534.0;24648.0
MAR;Africa;Morocco;2020-07-30;1046.0;23259.0;12.0;346.0
AFG;Asia;Afghanistan;2020-08-23;59.0;38039.0;0.0;1389.0
FIN;Europe;Finland;2020-10-15;202.0;13394.0;2.0;341.0
NCL;Oceania;New Caledonia;2021-08-11;0.0;134.0;;
SLB;Oceania;Solomon Islands;2021-12-07;0.0;20.0;;
LUX;Europe;Luxembourg;2022-02-15;552.0;175408.0;3.0;979.0
CHN;Asia;China;2022-01-14;198.0;118080.0;0.0;4636.0
LTU;Europe;Lithuania;2020-09-26;111.0;4290.0;0.0;74.0
